"","zip","year","total_est","total_large","construction_est","construction_large","manufacturing_est","manufacturing_large","wholesale_est","wholesale_large","retail_est","retail_large","logistics_est","logistics_large","professional_est","professional_large","education_est","education_large","health_care_est","health_care_large","services_est","services_large","government_est","government_large","entertainment_est","entertainment_large"
"4461",11386,2010,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA
"4462",11386,2011,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA
"4463",11386,2012,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4464",11386,2013,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4465",11386,2014,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4466",11386,2015,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4467",11386,2016,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4468",11405,2009,1,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4469",11405,2010,2,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4470",11405,2011,1,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4471",11405,2012,2,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA
"4472",11405,2013,2,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA
"4473",11405,2014,2,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4474",11405,2015,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4475",11405,2016,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4476",11411,2004,126,0,12,0,1,0,2,0,17,0,10,0,NA,NA,3,0,24,0,24,0,1,0,NA,NA
"4477",11411,2005,132,0,10,0,1,0,2,0,18,0,11,0,NA,NA,4,0,26,0,23,0,2,0,13,0
"4478",11411,2006,132,0,12,0,1,0,4,0,20,0,9,0,NA,NA,3,0,28,0,25,0,NA,NA,NA,NA
"4479",11411,2007,130,0,13,0,NA,NA,4,0,19,0,8,0,NA,NA,5,0,26,0,24,0,NA,NA,11,0
"4480",11411,2008,128,0,10,0,1,0,2,0,22,0,3,0,NA,NA,6,0,26,0,25,0,NA,NA,14,0
"4481",11411,2009,131,0,11,0,1,0,3,0,22,0,2,0,NA,NA,6,0,27,0,24,0,NA,NA,15,0
"4482",11411,2010,140,0,12,0,1,0,2,0,25,0,5,0,NA,NA,7,0,26,0,27,0,1,0,NA,NA
"4483",11411,2011,138,0,11,0,NA,NA,3,0,26,0,3,0,NA,NA,7,0,28,0,25,0,NA,NA,NA,NA
"4484",11411,2012,135,0,12,0,NA,NA,1,0,28,0,2,0,NA,NA,7,0,24,0,22,0,NA,NA,19,0
"4485",11411,2013,142,0,12,0,NA,NA,NA,NA,31,0,2,0,NA,NA,9,0,25,0,22,0,NA,NA,19,0
"4486",11411,2014,141,0,11,0,NA,NA,NA,NA,34,0,4,0,NA,NA,8,0,25,0,20,0,NA,NA,15,0
"4487",11411,2015,147,0,13,0,NA,NA,NA,NA,33,0,6,0,NA,NA,7,0,26,0,23,0,NA,NA,18,0
"4488",11411,2016,145,0,13,0,NA,NA,NA,NA,28,0,6,0,NA,NA,7,0,26,0,20,0,1,0,20,0
"4489",11412,2004,239,0,18,0,5,0,10,0,39,0,10,0,NA,NA,7,0,51,0,36,0,2,0,26,0
"4490",11412,2005,236,0,21,0,5,0,9,0,35,0,10,0,NA,NA,6,0,52,0,33,0,1,0,27,0
"4491",11412,2006,237,0,21,0,5,0,8,0,36,0,8,0,NA,NA,6,0,56,0,32,0,NA,NA,25,0
"4492",11412,2007,231,0,20,0,4,0,9,0,38,0,9,0,NA,NA,5,0,48,0,37,0,1,0,22,0
"4493",11412,2008,228,0,18,0,4,0,8,0,35,0,7,0,NA,NA,5,0,47,0,37,0,NA,NA,25,0
"4494",11412,2009,234,0,15,0,4,0,7,0,41,0,8,0,NA,NA,5,0,46,0,39,0,1,0,26,0
"4495",11412,2010,239,0,20,0,4,0,6,0,39,0,9,0,NA,NA,4,0,46,0,42,0,NA,NA,25,0
"4496",11412,2011,242,0,19,0,5,0,6,0,44,0,12,0,NA,NA,5,0,48,0,39,0,NA,NA,28,0
"4497",11412,2012,243,0,18,0,6,0,13,0,44,0,12,0,NA,NA,4,0,47,0,37,0,1,0,29,0
"4498",11412,2013,262,0,21,0,5,0,11,0,51,0,12,0,NA,NA,4,0,53,0,38,0,1,0,33,0
"4499",11412,2014,270,0,22,0,3,0,16,0,53,0,14,0,NA,NA,4,0,53,0,37,0,1,0,27,0
"4500",11412,2015,277,0,25,0,3,0,14,0,52,0,17,0,NA,NA,6,0,53,0,41,0,NA,NA,28,0
"4501",11412,2016,281,0,28,0,3,0,12,0,55,0,14,0,NA,NA,7,0,58,0,36,0,NA,NA,29,0
"4502",11413,2004,385,1,32,0,6,0,11,0,51,0,137,0,57,0,6,0,42,1,40,0,1,0,17,0
"4503",11413,2005,398,1,30,0,7,0,10,0,54,0,143,0,69,0,6,0,41,1,42,0,NA,NA,17,0
"4504",11413,2006,409,1,27,0,8,0,10,0,49,0,154,0,76,0,4,0,44,1,36,0,1,0,18,0
"4505",11413,2007,418,1,28,0,6,0,11,0,50,0,156,0,86,0,3,0,41,1,39,0,1,0,19,0
"4506",11413,2008,425,1,31,0,7,0,10,0,52,0,155,0,83,0,3,0,44,1,38,0,NA,NA,22,0
"4507",11413,2009,428,1,30,0,6,0,9,0,56,0,156,0,83,0,5,0,43,1,38,0,NA,NA,NA,NA
"4508",11413,2010,433,1,25,0,6,0,7,0,60,0,160,0,82,0,4,0,42,1,40,0,NA,NA,29,0
"4509",11413,2011,435,1,25,0,5,0,7,0,68,0,162,0,79,0,4,0,38,1,42,0,NA,NA,25,0
"4510",11413,2012,461,1,33,0,5,0,10,0,65,0,163,0,85,0,3,0,45,1,46,0,NA,NA,27,0
"4511",11413,2013,471,1,32,0,6,0,14,0,62,0,166,0,83,0,3,0,53,1,46,0,NA,NA,25,0
"4512",11413,2014,488,0,33,0,4,0,13,0,64,0,170,0,86,0,3,0,56,0,46,0,NA,NA,33,0
"4513",11413,2015,508,1,36,0,5,0,13,0,68,0,167,0,99,0,3,0,63,1,50,0,NA,NA,28,0
"4514",11413,2016,518,0,41,0,5,0,10,0,69,0,170,0,94,0,5,0,62,0,53,0,1,0,33,0
"4515",11414,2004,454,0,66,0,4,0,21,0,76,0,18,0,NA,NA,6,0,62,0,66,0,1,0,46,0
"4516",11414,2005,460,0,69,0,4,0,24,0,74,0,14,0,NA,NA,5,0,68,0,62,0,1,0,49,0
"4517",11414,2006,459,0,66,0,4,0,20,0,78,0,13,0,NA,NA,5,0,67,0,61,0,3,0,45,0
"4518",11414,2007,463,0,63,0,4,0,23,0,75,0,15,0,NA,NA,6,0,66,0,62,0,1,0,47,0
"4519",11414,2008,447,0,60,0,2,0,22,0,71,0,13,0,NA,NA,7,0,68,0,61,0,1,0,48,0
"4520",11414,2009,431,0,58,0,2,0,17,0,68,0,16,0,NA,NA,7,0,68,0,61,0,2,0,50,0
"4521",11414,2010,438,0,48,0,3,0,20,0,74,0,15,0,NA,NA,8,0,70,0,62,0,1,0,55,0
"4522",11414,2011,438,0,49,0,4,0,21,0,72,0,12,0,NA,NA,8,0,69,0,59,0,1,0,58,0
"4523",11414,2012,434,0,52,0,2,0,21,0,67,0,9,0,NA,NA,8,0,70,0,54,0,NA,NA,60,0
"4524",11414,2013,444,0,51,0,2,0,23,0,68,0,10,0,NA,NA,8,0,70,0,53,0,1,0,59,0
"4525",11414,2014,465,0,53,0,3,0,25,0,68,0,9,0,123,0,9,0,74,0,58,0,1,0,68,0
"4526",11414,2015,476,0,61,0,4,0,24,0,74,0,12,0,NA,NA,9,0,69,0,61,0,1,0,65,0
"4527",11414,2016,472,0,54,0,4,0,23,0,76,0,12,0,118,0,9,0,69,0,65,0,NA,NA,66,0
"4528",11415,2004,398,0,13,0,3,0,15,0,49,0,8,0,NA,NA,5,0,54,0,45,0,3,0,36,0
"4529",11415,2005,409,0,16,0,3,0,11,0,52,0,9,0,NA,NA,5,0,59,0,44,0,NA,NA,33,0
"4530",11415,2006,420,0,21,0,2,0,15,0,51,0,6,0,276,0,4,0,57,0,45,0,1,0,34,0
"4531",11415,2007,412,0,21,0,3,0,17,0,42,0,7,0,262,0,4,0,61,0,50,0,1,0,30,0
"4532",11415,2008,414,0,22,0,5,0,16,0,43,0,6,0,254,0,4,0,66,0,53,0,NA,NA,29,0
"4533",11415,2009,417,0,19,0,3,0,13,0,43,0,7,0,261,0,4,0,63,0,53,0,1,0,37,0
"4534",11415,2010,419,1,20,0,3,0,11,0,46,0,10,0,260,0,4,0,61,1,53,0,NA,NA,39,0
"4535",11415,2011,417,1,17,0,3,0,13,0,50,0,12,0,249,0,4,0,62,1,55,0,NA,NA,35,0
"4536",11415,2012,425,1,15,0,4,0,12,0,51,0,8,0,254,0,6,0,66,1,59,0,1,0,34,0
"4537",11415,2013,439,1,18,0,3,0,12,0,51,0,6,0,257,0,7,0,68,1,66,0,2,0,34,0
"4538",11415,2014,445,1,20,0,4,0,11,0,53,0,7,0,256,0,7,0,65,1,68,0,1,0,38,0
"4539",11415,2015,454,1,18,0,4,0,11,0,52,0,5,0,279,0,12,0,65,1,62,0,NA,NA,41,0
"4540",11415,2016,473,0,18,0,2,0,14,0,51,0,10,0,288,0,10,0,71,0,65,0,NA,NA,45,0
"4541",11416,2004,363,1,59,1,17,0,20,0,54,0,26,0,84,0,7,0,32,0,57,0,2,0,26,0
"4542",11416,2005,369,1,57,1,18,0,19,0,58,0,26,0,92,0,7,0,32,0,54,0,2,0,26,0
"4543",11416,2006,369,1,51,1,16,0,20,0,63,0,25,0,100,0,7,0,32,0,54,0,2,0,23,0
"4544",11416,2007,365,1,53,1,14,0,18,0,60,0,24,0,101,0,5,0,34,0,59,0,NA,NA,20,0
"4545",11416,2008,390,1,57,1,13,0,17,0,62,0,27,0,96,0,6,0,43,0,58,0,NA,NA,33,0
"4546",11416,2009,383,1,50,1,13,0,22,0,59,0,25,0,88,0,8,0,47,0,53,0,NA,NA,37,0
"4547",11416,2010,393,1,55,1,10,0,22,0,66,0,26,0,90,0,8,0,46,0,56,0,1,0,33,0
"4548",11416,2011,404,1,51,1,11,0,23,0,68,0,31,0,87,0,11,0,41,0,68,0,NA,NA,32,0
"4549",11416,2012,404,2,54,1,11,0,18,0,65,0,31,1,91,0,10,0,43,0,68,0,NA,NA,34,0
"4550",11416,2013,402,4,62,1,11,0,15,0,66,0,23,3,NA,NA,8,0,44,0,68,0,1,0,32,0
"4551",11416,2014,403,4,58,1,11,0,15,0,63,0,22,2,NA,NA,10,1,46,0,73,0,1,0,34,0
"4552",11416,2015,418,4,68,1,12,0,15,0,68,0,22,2,NA,NA,11,1,47,0,73,0,NA,NA,36,0
"4553",11416,2016,442,3,70,1,12,0,17,0,76,0,24,2,NA,NA,7,0,52,0,75,0,1,0,36,0
"4554",11417,2004,357,1,48,0,18,0,15,0,86,0,14,0,NA,NA,3,0,18,0,46,0,2,0,40,1
"4555",11417,2005,364,1,47,0,16,0,13,0,93,0,11,0,NA,NA,2,0,18,0,50,0,NA,NA,45,1
"4556",11417,2006,364,2,48,1,16,0,16,0,84,0,15,0,NA,NA,2,0,21,0,43,0,2,0,51,1
"4557",11417,2007,372,1,55,0,16,0,16,0,78,0,12,0,NA,NA,3,0,24,0,44,0,2,0,47,1
"4558",11417,2008,376,1,58,0,17,0,21,0,74,0,15,0,NA,NA,4,0,25,0,39,0,NA,NA,49,1
"4559",11417,2009,373,1,51,0,14,0,24,0,72,0,16,0,NA,NA,3,0,27,0,41,0,1,0,52,1
"4560",11417,2010,391,1,52,0,14,0,20,0,74,0,15,0,108,0,3,0,29,0,46,0,1,0,57,1
"4561",11417,2011,391,1,45,0,13,0,18,0,87,0,13,0,97,0,3,0,27,0,50,0,2,0,63,1
"4562",11417,2012,393,3,52,0,15,0,20,0,82,0,11,0,NA,NA,5,0,27,1,53,0,NA,NA,61,2
"4563",11417,2013,419,3,62,0,14,0,19,0,83,0,13,0,96,0,6,0,28,1,56,0,2,0,68,2
"4564",11417,2014,429,2,73,0,12,0,17,0,85,0,18,0,96,0,6,0,27,1,56,0,2,0,63,1
"4565",11417,2015,429,2,68,0,11,0,17,0,86,0,20,0,89,0,6,0,27,1,63,0,2,0,63,1
"4566",11417,2016,434,2,69,0,11,0,15,0,89,0,15,0,89,0,8,0,31,1,61,0,1,0,69,1
"4567",11418,2004,669,2,113,0,32,0,64,0,97,0,18,0,171,0,8,0,66,2,80,0,6,0,55,0
"4568",11418,2005,653,2,116,0,31,0,63,0,97,0,16,0,159,0,8,0,67,2,81,0,2,0,48,0
"4569",11418,2006,672,2,122,0,26,0,62,0,94,0,16,0,181,0,7,0,65,2,84,0,3,0,53,0
"4570",11418,2007,650,2,110,0,24,0,59,0,93,0,15,0,177,0,7,0,73,2,78,0,NA,NA,50,0
"4571",11418,2008,671,2,112,0,26,0,55,0,101,0,19,0,180,0,9,0,73,2,80,0,NA,NA,53,0
"4572",11418,2009,678,2,113,0,27,0,56,0,107,0,20,0,183,0,10,0,74,2,72,0,1,0,54,0
"4573",11418,2010,718,2,118,0,28,0,54,0,121,0,20,0,188,0,10,0,82,2,75,0,1,0,66,0
"4574",11418,2011,708,2,110,0,27,0,49,0,126,0,25,0,184,0,9,0,82,2,76,0,2,0,64,0
"4575",11418,2012,733,3,122,0,30,0,49,1,120,0,24,0,189,0,10,0,78,2,83,0,NA,NA,74,0
"4576",11418,2013,736,2,123,0,30,0,48,0,125,0,23,0,185,0,10,0,78,2,84,0,NA,NA,76,0
"4577",11418,2014,762,2,124,0,32,0,47,0,135,0,27,0,189,0,13,0,83,2,87,0,NA,NA,74,0
"4578",11418,2015,776,2,126,0,26,0,49,0,140,0,31,0,198,0,12,0,81,2,87,0,2,0,75,0
"4579",11418,2016,768,4,117,0,24,0,46,0,137,0,24,0,204,1,13,0,82,3,91,0,NA,NA,82,0
"4580",11419,2004,594,0,64,0,15,0,25,0,177,0,17,0,NA,NA,9,0,58,0,68,0,3,0,50,0
"4581",11419,2005,615,0,72,0,13,0,26,0,185,0,17,0,NA,NA,9,0,58,0,64,0,3,0,NA,NA
"4582",11419,2006,637,0,84,0,11,0,30,0,188,0,17,0,NA,NA,9,0,59,0,70,0,1,0,NA,NA
"4583",11419,2007,632,0,90,0,11,0,27,0,189,0,15,0,NA,NA,9,0,56,0,65,0,3,0,NA,NA
"4584",11419,2008,638,0,83,0,10,0,26,0,186,0,20,0,NA,NA,8,0,60,0,62,0,1,0,NA,NA
"4585",11419,2009,640,0,86,0,10,0,26,0,182,0,19,0,NA,NA,8,0,59,0,65,0,NA,NA,NA,NA
"4586",11419,2010,682,0,90,0,11,0,29,0,196,0,22,0,NA,NA,6,0,62,0,69,0,1,0,NA,NA
"4587",11419,2011,674,0,87,0,12,0,32,0,188,0,24,0,NA,NA,6,0,63,0,78,0,NA,NA,67,0
"4588",11419,2012,703,0,93,0,10,0,31,0,199,0,29,0,NA,NA,8,0,67,0,79,0,3,0,70,0
"4589",11419,2013,739,0,109,0,10,0,29,0,203,0,31,0,NA,NA,10,0,70,0,78,0,4,0,72,0
"4590",11419,2014,768,0,122,0,7,0,28,0,205,0,32,0,NA,NA,11,0,69,0,81,0,5,0,77,0
"4591",11419,2015,801,0,135,0,9,0,30,0,207,0,39,0,NA,NA,8,0,68,0,85,0,3,0,75,0
"4592",11419,2016,815,0,144,0,10,0,33,0,210,0,36,0,NA,NA,9,0,64,0,89,0,2,0,79,0
"4593",11420,2004,328,0,51,0,11,0,15,0,53,0,22,0,NA,NA,6,0,45,0,47,0,2,0,39,0
"4594",11420,2005,349,0,65,0,11,0,18,0,55,0,29,0,NA,NA,5,0,46,0,49,0,1,0,31,0
"4595",11420,2006,351,0,61,0,12,0,17,0,53,0,31,0,NA,NA,5,0,46,0,43,0,3,0,36,0
"4596",11420,2007,361,0,74,0,9,0,11,0,51,0,28,0,NA,NA,5,0,48,0,46,0,1,0,42,0
"4597",11420,2008,343,0,70,0,9,0,10,0,50,0,24,0,NA,NA,5,0,46,0,40,0,2,0,43,0
"4598",11420,2009,364,0,63,0,11,0,11,0,57,0,29,0,NA,NA,5,0,49,0,44,0,1,0,47,0
"4599",11420,2010,373,0,66,0,12,0,13,0,54,0,34,0,NA,NA,6,0,47,0,47,0,1,0,48,0
"4600",11420,2011,392,0,70,0,9,0,12,0,58,0,40,0,NA,NA,6,0,46,0,44,0,2,0,54,0
"4601",11420,2012,426,1,77,0,9,0,19,0,63,0,44,0,NA,NA,7,0,44,0,56,0,1,0,56,1
"4602",11420,2013,428,1,79,0,9,0,16,0,67,0,43,0,NA,NA,6,0,46,0,49,0,NA,NA,56,1
"4603",11420,2014,445,1,83,0,8,0,18,0,74,0,42,0,NA,NA,6,0,47,0,50,0,NA,NA,54,1
"4604",11420,2015,458,1,84,0,8,0,16,0,88,0,39,0,NA,NA,5,0,48,0,54,0,1,0,53,1
"4605",11420,2016,492,1,96,0,8,0,17,0,89,0,38,0,92,0,7,0,57,0,56,0,NA,NA,55,1
"4606",11421,2004,412,1,39,0,14,0,19,0,89,0,15,0,95,1,5,0,51,0,64,0,2,0,42,0
"4607",11421,2005,424,1,41,0,14,0,23,0,86,0,14,0,NA,NA,5,0,53,0,62,0,2,0,46,0
"4608",11421,2006,426,1,47,0,15,0,17,0,91,0,15,0,NA,NA,5,0,50,0,60,0,2,0,47,0
"4609",11421,2007,426,1,52,0,18,0,17,0,99,0,10,0,NA,NA,4,0,46,0,54,0,1,0,52,0
"4610",11421,2008,405,0,49,0,16,0,16,0,89,0,8,0,NA,NA,3,0,49,0,54,0,2,0,49,0
"4611",11421,2009,424,0,45,0,12,0,19,0,90,0,12,0,NA,NA,4,0,51,0,54,0,1,0,64,0
"4612",11421,2010,443,0,50,0,13,0,17,0,95,0,10,0,NA,NA,3,0,51,0,60,0,1,0,71,0
"4613",11421,2011,473,0,54,0,12,0,15,0,104,0,13,0,NA,NA,5,0,58,0,69,0,NA,NA,68,0
"4614",11421,2012,504,0,56,0,8,0,15,0,115,0,16,0,NA,NA,6,0,56,0,74,0,NA,NA,68,0
"4615",11421,2013,528,0,62,0,7,0,17,0,120,0,23,0,NA,NA,8,0,60,0,74,0,NA,NA,75,0
"4616",11421,2014,504,0,57,0,7,0,16,0,111,0,24,0,NA,NA,6,0,58,0,76,0,NA,NA,75,0
"4617",11421,2015,541,0,70,0,10,0,18,0,118,0,24,0,NA,NA,5,0,62,0,77,0,1,0,76,0
"4618",11421,2016,551,0,70,0,11,0,16,0,122,0,22,0,NA,NA,5,0,63,0,80,0,1,0,77,0
"4619",11422,2004,271,0,17,0,4,0,10,0,49,0,41,0,NA,NA,6,0,33,0,30,0,2,0,24,0
"4620",11422,2005,274,0,22,0,5,0,11,0,51,0,40,0,NA,NA,6,0,31,0,23,0,1,0,24,0
"4621",11422,2006,262,0,22,0,5,0,10,0,51,0,34,0,NA,NA,4,0,30,0,22,0,1,0,24,0
"4622",11422,2007,312,0,34,0,5,0,10,0,59,0,57,0,NA,NA,4,0,32,0,27,0,NA,NA,23,0
"4623",11422,2008,310,0,32,0,5,0,8,0,64,0,55,0,NA,NA,3,0,33,0,27,0,NA,NA,27,0
"4624",11422,2009,302,0,29,0,4,0,6,0,62,0,54,0,NA,NA,3,0,34,0,28,0,NA,NA,29,0
"4625",11422,2010,307,0,27,0,4,0,6,0,62,0,54,0,NA,NA,3,0,34,0,32,0,1,0,29,0
"4626",11422,2011,310,0,27,0,4,0,7,0,65,0,54,0,NA,NA,4,0,38,0,30,0,1,0,26,0
"4627",11422,2012,294,0,23,0,3,0,5,0,53,0,58,0,NA,NA,3,0,32,0,30,0,NA,NA,27,0
"4628",11422,2013,306,0,24,0,2,0,9,0,55,0,59,0,NA,NA,4,0,32,0,30,0,1,0,31,0
"4629",11422,2014,306,0,28,0,2,0,8,0,52,0,56,0,NA,NA,4,0,33,0,30,0,NA,NA,33,0
"4630",11422,2015,332,0,30,0,2,0,7,0,57,0,57,0,NA,NA,2,0,38,0,39,0,NA,NA,36,0
"4631",11422,2016,345,0,32,0,2,0,9,0,55,0,58,0,NA,NA,3,0,42,0,39,0,NA,NA,34,0
"4632",11423,2004,341,0,29,0,17,0,24,0,50,0,6,0,NA,NA,5,0,68,0,47,0,3,0,20,0
"4633",11423,2005,338,0,34,0,16,0,21,0,47,0,6,0,NA,NA,4,0,62,0,46,0,NA,NA,21,0
"4634",11423,2006,340,0,33,0,14,0,22,0,56,0,5,0,NA,NA,6,0,66,0,43,0,NA,NA,21,0
"4635",11423,2007,343,0,40,0,14,0,20,0,55,0,5,0,91,0,7,0,69,0,39,0,1,0,21,0
"4636",11423,2008,332,0,33,0,12,0,22,0,50,0,5,0,99,0,5,0,65,0,41,0,NA,NA,22,0
"4637",11423,2009,342,0,34,0,12,0,18,0,57,0,6,0,93,0,4,0,72,0,42,0,1,0,23,0
"4638",11423,2010,359,0,38,0,12,0,18,0,56,0,10,0,106,0,4,0,67,0,46,0,NA,NA,25,0
"4639",11423,2011,355,0,38,0,12,0,19,0,59,0,9,0,104,0,3,0,64,0,46,0,NA,NA,24,0
"4640",11423,2012,352,0,39,0,11,0,16,0,62,0,9,0,96,0,4,0,69,0,42,0,NA,NA,23,0
"4641",11423,2013,353,0,37,0,12,0,15,0,58,0,11,0,90,0,4,0,72,0,43,0,1,0,28,0
"4642",11423,2014,382,0,42,0,13,0,16,0,61,0,12,0,101,0,5,0,81,0,47,0,NA,NA,25,0
"4643",11423,2015,382,0,45,0,10,0,18,0,61,0,9,0,104,0,6,0,81,0,45,0,NA,NA,26,0
"4644",11423,2016,392,0,46,0,9,0,20,0,63,0,11,0,98,0,7,0,90,0,43,0,NA,NA,27,0
"4645",11424,2004,9,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,2,0,2,0,NA,NA,NA,NA
"4646",11424,2005,9,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,1,0,2,0,NA,NA,NA,NA
"4647",11424,2006,9,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,1,0,2,0,NA,NA,NA,NA
"4648",11424,2007,6,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA
"4649",11424,2008,7,0,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,2,0,1,0,NA,NA,NA,NA
"4650",11424,2009,7,0,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,2,0,1,0,NA,NA,NA,NA
"4651",11424,2010,7,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,2,0,1,0,NA,NA,NA,NA
"4652",11424,2011,7,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,2,0,1,0,NA,NA,NA,NA
"4653",11424,2012,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,NA,NA,NA,NA
"4654",11424,2013,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,NA,NA,NA,NA
"4655",11424,2014,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,NA,NA,NA,NA
"4656",11424,2015,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,NA,NA,NA,NA
"4657",11424,2016,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,NA,NA,NA,NA
"4658",11425,2004,4,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA
"4659",11425,2005,2,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
"4660",11425,2007,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA
"4661",11425,2008,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA
"4662",11425,2009,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA
"4663",11425,2010,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA
"4664",11425,2011,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA
"4665",11425,2012,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA
"4666",11425,2013,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA
"4667",11425,2014,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA
"4668",11425,2015,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA
"4669",11425,2016,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA
"4670",11426,2004,221,0,36,0,5,0,16,0,33,0,4,0,NA,NA,2,0,25,0,24,0,1,0,25,0
"4671",11426,2005,226,0,35,0,7,0,16,0,38,0,4,0,NA,NA,2,0,22,0,22,0,NA,NA,27,0
"4672",11426,2006,226,0,38,0,3,0,14,0,34,0,6,0,NA,NA,1,0,23,0,26,0,1,0,28,0
"4673",11426,2007,228,0,47,0,2,0,12,0,30,0,5,0,NA,NA,2,0,20,0,22,0,NA,NA,28,0
"4674",11426,2008,226,0,47,0,2,0,9,0,35,0,5,0,NA,NA,2,0,16,0,21,0,1,0,30,0
"4675",11426,2009,237,0,53,0,3,0,9,0,34,0,4,0,NA,NA,2,0,17,0,21,0,2,0,30,0
"4676",11426,2010,248,0,51,0,3,0,12,0,41,0,5,0,NA,NA,2,0,18,0,24,0,3,0,28,0
"4677",11426,2011,256,0,52,0,4,0,15,0,41,0,8,0,NA,NA,2,0,20,0,28,0,NA,NA,30,0
"4678",11426,2012,266,0,55,0,4,0,12,0,42,0,7,0,NA,NA,2,0,28,0,29,0,NA,NA,29,0
