"","year","zipcode","total_households","n1_1","n1_2","n1_3","n1_4","n1_5","n1_6","n1_7","total_income","wage_income"
"331",2006,11518,5385,823,802,1032,826,643,920,339,544753.65711711,357150.944185854
"332",2006,11520,21325,3830,5453,5434,2804,1664,1857,283,1139335.84952586,914237.989736679
"333",2006,11530,13750,2513,1311,1730,1504,1158,2869,2665,2959004.44932744,1711269.99032367
"334",2006,11531,NA,NA,22,33,22,15,NA,0,NA,NA
"335",2006,11542,12868,2358,2581,2861,1723,1136,1519,690,1208239.39853995,688051.405668224
"336",2006,11545,6136,1356,635,761,580,459,1023,1322,1780394.57623248,807702.90939771
"337",2006,11547,504,78,70,87,80,51,110,28,44952.7905981563,31102.7128336985
"338",2006,11548,705,151,107,133,82,56,106,70,77486.3646066719,44266.1653507503
"339",2006,11549,NA,13,11,NA,NA,0,0,0,NA,NA
"340",2006,11550,23841,4624,7346,6560,2681,1341,1146,143,1037446.07116035,875932.766174197
"341",2006,11551,675,99,245,226,74,18,13,0,24305.8283212765,21355.9263593899
"342",2006,11552,11684,1951,1997,2455,1736,1293,1792,460,888480.137133645,648282.40054235
"343",2006,11553,12094,2107,3339,3634,1596,776,590,52,541222.94544252,463136.959472531
"344",2006,11554,18154,2993,2946,3672,2676,2014,3201,652,1404065.15424579,1043103.67508247
"345",2006,11557,4199,869,544,538,474,353,726,695,973799.202764664,368342.70057294
"346",2006,11558,4088,656,688,900,673,445,602,124,292034.415585962,217045.29759828
"347",2006,11559,3737,908,469,533,360,266,464,737,1033513.26045389,360174.917022033
"348",2006,11560,3462,696,444,561,366,262,514,619,1094397.16766566,399968.612439337
"349",2006,11561,19090,2787,2778,3945,3173,2272,3071,1064,1772485.45287752,1209216.42864371
"350",2006,11563,10817,1677,1663,2207,1698,1236,1938,398,853295.296116738,642180.371374478
"351",2006,11565,4622,690,592,747,635,546,1119,293,450656.605018395,333180.198391137
"352",2006,11566,17754,3181,2086,2678,2186,1862,4033,1728,2112384.93772229,1418116.28152619
"353",2006,11568,1935,474,216,203,130,57,211,644,1380027.39194576,453929.832225208
"354",2006,11569,839,116,108,124,91,91,193,116,134477.435869538,68191.057747096
"355",2006,11570,13638,2531,1784,2187,1567,1164,2527,1878,1973551.42900748,1266557.86689926
"356",2006,11571,NA,28,29,47,28,11,11,NA,NA,NA
"357",2006,11572,15424,2722,2037,2649,2260,1790,3052,914,1418329.08832376,983670.61642429
"358",2006,11575,7569,1329,2229,2246,997,457,287,24,315170.394384689,269836.667861601
"359",2006,11576,6502,1402,577,642,550,422,1127,1782,1886234.8012269,790350.337434583
"360",2006,11577,5909,1187,662,771,637,522,1064,1066,1006241.06997644,550946.217353561
"361",2006,11579,2513,450,342,402,312,248,482,277,355335.619901616,212133.105331735
"362",2006,11580,18797,2891,3427,4426,3111,2039,2567,336,1262834.33580588,985879.809643256
"363",2006,11581,10011,1738,1423,1875,1426,1150,1828,571,911003.561559257,630270.245079575
"364",2006,11582,245,38,45,81,49,15,17,0,12429.7981431111,10633.285509487
"365",2006,11590,22017,3773,5081,5266,2878,1790,2591,638,1462510.60124674,1092071.57735852
"366",2006,11596,5311,940,678,828,745,554,1115,451,647439.403449217,396903.48911744
"367",2006,11598,6055,1400,582,788,574,476,1092,1143,1181513.92165847,550952.095994378
"368",2006,11690,NA,43,90,105,40,20,NA,0,NA,NA
"369",2006,11691,19600,4808,5711,5564,1956,812,608,141,750930.52357323,633368.288790046
"370",2006,11692,NA,1284,2114,2206,687,256,149,NA,NA,NA
"371",2006,11693,4931,828,1127,1400,825,431,303,17,244558.512349221,205325.639265843
"372",2006,11694,8202,1262,1357,1787,1232,901,1231,432,745082.451688644,482455.348924807
"373",2006,11695,NA,NA,0,18,NA,0,NA,0,NA,NA
"374",2006,11697,2174,307,286,412,361,254,428,126,205123.414021744,138135.126185772
"375",2007,10001,13575,3099,2126,2726,1695,1030,1521,1378,2094122666.15679,1186871006.03636
"376",2007,10002,50732,20725,12568,8786,3839,1760,2137,917,1998895688.48107,1510566390.15016
"377",2007,10003,29833,4265,3389,5211,4403,2868,5007,4690,6357743801.47655,3699348496.10939
"378",2007,10004,1713,173,137,270,197,138,339,459,781797164.148159,334120439.459257
"379",2007,10005,4150,394,366,644,548,340,796,1062,5263057103.12825,964121580.308717
"380",2007,10006,2038,196,174,323,293,208,431,413,420586057.932166,248269169.57161
"381",2007,10007,3594,560,278,373,295,227,612,1249,1446390681.56079,990191613.507437
"382",2007,10008,635,86,73,185,141,63,57,30,52659769.3243407,33076259.3347864
"383",2007,10009,34028,7794,6019,7731,4876,2770,3477,1361,2334103284.14971,1820122814.1851
"384",2007,10010,17472,2209,1789,2881,2532,1762,3284,3015,3921483043.9878,2315126706.1911
"385",2007,10011,30688,4545,3362,4926,4157,3167,5414,5117,6965585498.86935,3923645445.1094
"386",2007,10012,14124,2615,1872,2528,1839,1193,2141,1936,2874563698.25841,1650661957.67404
"387",2007,10013,16564,5033,2779,2381,1394,893,1527,2557,5074998469.62772,2946727049.56759
"388",2007,10014,20024,2547,2050,3218,2893,1953,3856,3507,4851950988.26555,2760224004.04206
"389",2007,10016,34173,4059,3257,7383,4941,3365,5890,5278,7767046590.2666,4226298979.79834
"390",2007,10017,15557,3783,2029,1871,1714,1221,2359,2580,4728285516.54413,1844308185.24755
"391",2007,10018,4393,821,636,778,540,312,491,815,2829546681.30187,1034410022.57063
"392",2007,10019,25685,4265,3198,4492,3490,2236,4092,3912,6496668394.7533,3319345301.00972
"393",2007,10020,1114,139,78,88,62,50,209,488,688487236.591685,198925709.996491
"394",2007,10021,33813,4072,2780,4497,4329,3246,5905,8984,19165053149.1501,7147053805.97822
"395",2007,10022,21592,2611,1616,2756,2569,1989,4071,5980,12014719593.789,4116736986.89352
"396",2007,10023,35385,4935,3480,4890,4376,3201,6534,7969,12055987622.5553,6318456000.71556
"397",2007,10024,33283,5389,3362,4904,3980,2774,5451,7423,10808412926.4534,5713331384.51816
"398",2007,10025,51275,11307,7797,10031,6416,3889,6470,5365,6657883081.9557,4166237673.30499
"399",2007,10026,17030,4641,4096,4358,1891,838,874,332,802356712.347837,685922944.645726
"400",2007,10027,27593,8253,6648,6927,2556,1171,1371,667,1267026597.68889,1007637970.43878
"401",2007,10028,26475,3421,2528,4007,3788,2696,4383,5652,10770745383.3233,4968410121.77228
"402",2007,10029,35225,11643,8941,9385,3007,1024,800,425,1542164053.98575,1172181892.63388
"403",2007,10030,12840,4003,3425,3547,1106,387,306,66,418844361.082975,375610820.822093
"404",2007,10031,30855,9491,8757,8848,2277,774,563,145,974059024.642504,853154128.641043
"405",2007,10032,34323,11141,9638,9591,2354,855,615,129,1018801928.58631,880537209.741369
"406",2007,10033,37584,9643,11142,11802,2465,1019,1175,338,1311043524.0741,1101403438.81096
"407",2007,10034,23499,6694,6561,6318,2117,914,773,122,816914016.158926,700023095.843698
"408",2007,10035,15492,5390,3819,4167,1212,473,353,78,478303113.690121,429630467.049929
"409",2007,10036,18061,3900,2558,3427,2338,1378,2335,2125,4318613297.80892,1867059661.32562
"410",2007,10037,10021,2660,2146,2787,1486,529,361,52,395521162.173958,328076045.996858
"411",2007,10038,11447,3378,1877,2149,1246,737,1183,877,1074659681.1539,745851783.111298
"412",2007,10039,12686,3716,3448,3550,1193,457,283,39,408157465.247473,345609380.546119
"413",2007,10040,25790,7141,6686,8150,2038,844,767,164,913839029.263945,779733841.699353
"414",2007,10041,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
"415",2007,10043,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
"416",2007,10044,4445,1008,623,980,598,432,551,253,347016319.647726,277480989.153699
"417",2007,10055,NA,15,NA,NA,NA,NA,NA,24,NA,NA
"418",2007,10065,12282,1533,1076,2027,1673,1147,2101,2725,5453880401.28445,2236120447.26192
"419",2007,10069,2051,170,128,223,183,149,396,802,1076764001.55596,612749995.446749
"420",2007,10075,11131,1488,1019,1713,1536,1122,1891,2362,4210862935.47095,1907225380.70056
"421",2007,10101,346,74,60,96,54,22,27,13,23563827.6879044,NA
"422",2007,10103,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"423",2007,10104,NA,18,NA,NA,NA,NA,NA,12,NA,NA
"424",2007,10105,NA,330,NA,NA,NA,NA,13,NA,NA,NA
"425",2007,10106,NA,37,NA,15,16,NA,14,81,NA,NA
"426",2007,10107,324,172,23,20,19,12,16,62,151258047.618903,NA
"427",2007,10108,NA,101,100,115,46,21,18,NA,NA,NA
"428",2007,10110,NA,49,21,25,NA,NA,26,107,NA,NA
"429",2007,10111,472,60,22,22,12,21,47,288,1126547093.16342,NA
"430",2007,10112,NA,42,16,15,18,NA,24,170,NA,NA
"431",2007,10113,329,74,65,86,43,20,24,17,21572071.3303043,15758092.8809405
"432",2007,10116,NA,254,178,264,155,55,37,NA,NA,NA
"433",2007,10118,364,85,41,35,23,24,58,98,115227881.465843,51882479.452196
"434",2007,10119,244,40,22,36,18,15,38,75,216364059.381127,NA
"435",2007,10122,NA,12,11,12,22,NA,24,34,NA,NA
"436",2007,10123,357,85,32,47,39,27,58,69,88413541.9428104,28166131.1477512
"437",2007,10125,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"438",2007,10128,35387,5028,3680,6569,4971,3167,5402,6570,12303178325.9061,5612668434.89469
"439",2007,10129,NA,32,27,47,27,10,NA,NA,NA,NA
"440",2007,10138,NA,65,NA,NA,NA,NA,NA,NA,NA,NA
"441",2007,10150,788,161,123,198,142,57,61,46,78893439.9692506,41394467.9858013
"442",2007,10152,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"443",2007,10153,NA,10,NA,NA,NA,NA,NA,21,NA,NA
"444",2007,10154,NA,12,NA,20,20,NA,81,40,NA,NA
"445",2007,10155,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"446",2007,10156,NA,42,45,83,53,17,31,NA,NA,NA
"447",2007,10158,NA,11,NA,NA,NA,NA,NA,11,NA,NA
"448",2007,10159,370,86,55,104,66,24,24,11,21047466.7102912,15506726.7878232
"449",2007,10162,713,93,49,65,59,49,177,221,191226224.646118,115646219.482484
"450",2007,10163,1346,221,187,303,207,123,141,164,149553578.717389,126796677.397821
"451",2007,10165,297,60,37,37,29,20,40,74,181380118.928208,15605571.1212813
"452",2007,10166,NA,20,NA,13,19,NA,21,51,NA,NA
"453",2007,10167,NA,17,NA,NA,14,NA,21,36,NA,NA
"454",2007,10168,263,59,15,25,14,12,43,95,184592731.804964,NA
"455",2007,10169,NA,18,NA,22,NA,NA,18,72,NA,NA
"456",2007,10170,362,160,26,24,19,11,42,80,67175541.3457337,NA
"457",2007,10171,NA,12,NA,NA,NA,NA,NA,19,NA,NA
"458",2007,10172,NA,23,NA,16,19,15,52,144,NA,NA
"459",2007,10174,NA,10,NA,NA,NA,11,NA,10,NA,NA
"460",2007,10175,NA,14,NA,NA,10,NA,11,37,NA,NA
"461",2007,10176,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
"462",2007,10178,NA,31,NA,16,14,18,50,73,NA,NA
"463",2007,10179,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
"464",2007,10185,559,53,58,107,81,54,83,123,81585068.483011,64145582.838358
"465",2007,10268,NA,16,17,36,35,14,21,NA,NA,NA
"466",2007,10271,NA,16,NA,NA,NA,NA,NA,16,NA,NA
"467",2007,10272,NA,47,26,63,38,18,22,NA,NA,NA
"468",2007,10274,548,78,69,93,56,23,22,207,3441456902.86358,2298558617.66803
"469",2007,10276,NA,76,74,99,50,25,28,NA,NA,NA
"470",2007,10280,3731,344,253,401,474,448,979,832,787299819.927021,623491226.001723
"471",2007,10281,782,347,143,47,25,19,80,121,73436842.730255,63685657.019203
"472",2007,10282,2014,164,124,232,217,139,388,750,745547302.006395,556165690.331842
"473",2007,10286,NA,NA,16,NA,NA,NA,14,NA,NA,NA
"474",2007,10301,17961,4335,3131,4103,2568,1466,1723,635,1169290968.22827,847353857.32837
"475",2007,10302,7607,1750,1613,1770,1083,632,674,85,381077514.085711,308246248.790703
"476",2007,10303,11350,2696,2577,2846,1553,924,719,35,495706269.878418,440622613.30924
"477",2007,10304,19118,4602,4213,4332,2319,1335,1646,671,1351310794.68764,888178865.858314
"478",2007,10305,19465,4318,3381,4381,2861,1935,2210,379,1162468481.28126,922572516.94588
"479",2007,10306,27637,5690,4201,5589,4212,3130,4033,782,1909990627.20364,1429938689.31905
"480",2007,10307,6220,1243,851,1117,859,725,1110,315,549205246.10091,407375647.482039
"481",2007,10308,13544,2473,1879,2518,2196,1676,2460,342,999869623.616112,743509792.321629
"482",2007,10309,14416,2770,1959,2625,2168,1708,2581,605,1143984638.93559,879757199.246647
"483",2007,10310,10484,2307,1952,2232,1479,992,1261,261,640016475.007267,500305708.682727
"484",2007,10312,29467,5459,4017,5461,4634,3657,5157,1082,2313896524.10934,1703750089.02316
"485",2007,10313,NA,16,21,27,NA,10,NA,NA,NA,NA
"486",2007,10314,41035,8330,6570,8327,6303,4384,6053,1068,2738052478.96354,2056829929.939
"487",2007,10451,21787,7139,6244,5923,1693,514,253,21,598270401.99004,512610626.208911
"488",2007,10452,NA,11235,12311,11809,1924,497,188,NA,NA,NA
"489",2007,10453,41177,11659,13076,13667,2000,556,208,11,1073998036.03119,NA
"490",2007,10454,NA,6483,4997,4021,712,195,117,NA,NA,NA
"491",2007,10455,NA,5915,5333,4386,870,209,106,NA,NA,NA
"492",2007,10456,NA,12550,12628,10613,1976,491,173,NA,NA,NA
"493",2007,10457,48504,10193,10694,25219,1744,457,184,13,1424361243.85417,NA
"494",2007,10458,32148,10060,9978,8728,2313,701,350,18,874164295.387177,776008187.991657
"495",2007,10459,NA,6641,6139,4995,1260,332,155,NA,NA,NA
"496",2007,10460,25850,8056,7685,7806,1587,506,196,14,687102117.340395,621262861.213809
"497",2007,10461,23188,4975,4538,6394,3590,1921,1604,166,1109617771.11987,910054674.123229
"498",2007,10462,37769,8324,8495,11957,5618,2050,1243,82,1503163169.16725,1311313725.33453
"499",2007,10463,34272,7733,6940,8380,4653,2468,3089,1009,2080556700.0569,1424772752.87951
"500",2007,10464,2224,460,308,416,344,246,345,105,164536016.385969,116690341.844162
"501",2007,10465,20124,4126,3543,4959,3193,1965,2094,244,1120415523.18044,901705312.057467
"502",2007,10466,30732,7622,7859,8969,3632,1529,1063,58,1131112132.09579,1012901652.67467
"503",2007,10467,42717,11663,11304,12890,4316,1527,959,58,1398938208.99787,1235761727.7229
"504",2007,10468,36529,10117,10637,11770,2659,834,480,32,1069747790.27779,941802853.545111
"505",2007,10469,30489,7149,6901,8618,4078,1921,1657,165,1298338820.20514,1107812835.79942
"506",2007,10470,7340,1502,1508,2021,1160,625,490,34,347124334.079636,282613237.884265
"507",2007,10471,10536,1955,1276,1991,1687,1173,1625,829,1384674492.37019,701841883.476917
"508",2007,10472,29104,9030,8431,8362,2212,691,362,16,822778098.645341,742181089.409017
"509",2007,10473,28822,7685,7047,8699,3280,1307,780,24,999576114.164778,887034820.059097
"510",2007,10474,NA,1597,1562,1234,262,69,25,NA,NA,NA
"511",2007,10475,22547,4259,4079,7225,4223,1755,968,38,1019201015.34042,819336019.544096
"512",2007,10501,656,123,69,88,60,76,133,107,91504701.8838677,61945754.8664178
"513",2007,10502,2972,623,278,350,298,263,619,541,445523317.625466,269922275.44556
"514",2007,10503,NA,12,NA,13,27,NA,36,27,NA,NA
"515",2007,10504,4774,1045,442,421,334,245,704,1583,2222151519.23543,1086633928.72508
"516",2007,10505,576,126,67,75,68,40,100,100,63688958.346095,52508443.266873
"517",2007,10506,2987,700,247,279,186,148,423,1004,1525569724.02912,774970300.199532
"518",2007,10507,2677,532,427,501,339,206,366,306,586438335.52649,281381390.278521
"519",2007,10509,9832,2206,1252,1642,1264,1011,1883,574,919363020.210782,637638005.012689
"520",2007,10510,5381,1195,463,538,426,389,959,1411,1672739701.29195,839327325.709364
"521",2007,10511,1135,198,184,206,174,118,208,47,87298061.5375356,65943674.3069713
"522",2007,10512,12682,2465,1687,2199,1822,1478,2444,587,1063813492.86651,797936612.868591
"523",2007,10514,5970,1418,501,395,298,283,831,2244,3040614101.191,1442642665.02138
"524",2007,10516,2715,555,328,431,393,254,528,226,308621942.763125,203668487.887703
"525",2007,10517,459,81,60,97,58,63,82,18,36333903.0876702,26778818.2516184
"526",2007,10518,763,174,64,79,72,56,148,170,218654298.899654,102006787.428065
"527",2007,10519,367,77,48,71,59,28,59,25,35632446.5689502,20026630.8202607
"528",2007,10520,6449,1241,733,975,748,612,1268,872,885302010.958031,574910402.65975
"529",2007,10521,NA,22,NA,19,NA,11,NA,NA,NA,NA
"530",2007,10522,5276,942,604,876,713,537,908,696,810435190.711287,487614152.965402
"531",2007,10523,4252,767,750,1068,601,395,538,133,348123797.078773,241331599.146463
"532",2007,10524,2205,486,220,307,244,238,453,257,380964019.54261,193501903.118264
"533",2007,10526,1075,234,113,152,116,93,177,190,179536444.45712,109469346.561118
"534",2007,10527,493,116,38,51,48,44,105,91,83732758.8096792,50338100.8994526
"535",2007,10528,6026,1140,764,1024,782,512,827,977,1955316493.12175,848555999.850798
"536",2007,10530,7406,1089,768,1159,1151,880,1520,839,886537912.062792,566468413.683303
"537",2007,10532,2793,559,334,442,392,300,604,162,248033105.265811,182254130.362329
"538",2007,10533,3907,781,373,453,393,357,669,881,1058207650.04613,571842680.082013
"539",2007,10535,414,81,76,84,53,43,67,10,27406568.7608702,NA
"540",2007,10536,5407,1268,489,535,455,337,996,1327,1656827483.99889,756690889.778165
"541",2007,10537,1226,204,197,272,184,156,193,20,78668142.6987692,66358074.2795883
"542",2007,10538,8598,1742,800,860,778,556,1266,2596,3491475271.16804,1634416890.49855
"543",2007,10540,362,82,41,55,50,23,81,30,40697659.3878371,26777508.2375539
"544",2007,10541,12313,2498,1450,1938,1640,1420,2736,631,1061715952.30164,806707643.998973
"545",2007,10542,NA,53,59,86,41,23,49,NA,NA,NA
"546",2007,10543,9739,1923,1426,1737,1194,815,1398,1246,1820246212.70887,997244668.645393
"547",2007,10545,NA,522,49,31,15,NA,NA,NA,NA,NA
"548",2007,10546,769,154,68,78,78,59,159,173,128413767.446738,93385107.0459855
"549",2007,10547,3623,779,463,603,503,393,723,159,286560500.018301,224637064.545086
"550",2007,10548,1585,316,193,246,223,196,329,82,141986415.075598,105856460.373009
"551",2007,10549,8342,1866,1196,1351,901,595,1159,1274,1987683424.42224,996233686.438815
"552",2007,10550,17803,4541,4558,5176,2054,861,575,38,642733905.997,577563003.956952
"553",2007,10551,NA,130,104,133,82,22,14,NA,NA,NA
"554",2007,10552,10879,1867,1655,2585,1820,1078,1374,500,806142734.155661,618416312.677294
"555",2007,10553,5560,1115,1183,1591,799,408,411,53,269179117.955572,235508873.552578
"556",2007,10560,2156,417,231,258,221,202,421,406,580920086.465034,295806181.480199
"557",2007,10562,14823,2832,2416,3114,2002,1332,2176,951,1402523060.19913,912957396.657251
"558",2007,10566,12256,2466,2469,2939,1748,1081,1331,222,710211283.270895,565333915.211718
"559",2007,10567,9452,1899,1108,1310,1076,968,2104,987,1038623317.01109,760771461.275367
"560",2007,10570,6254,1334,666,806,635,460,1182,1171,1187457603.12822,675025273.720087
"561",2007,10573,18389,4142,3761,4092,2039,1075,1831,1449,1759290884.48803,1145712843.55441
"562",2007,10576,2570,534,230,214,179,151,454,808,1010962486.63736,445106577.688809
"563",2007,10577,1888,475,177,207,125,95,216,593,2026871979.6151,660104134.650281
"564",2007,10578,449,72,49,84,48,47,114,35,46861812.8270956,33611104.0123821
"565",2007,10579,4390,780,497,723,581,506,1017,286,417062959.147819,303468994.438597
"566",2007,10580,8380,1723,755,903,710,506,1140,2643,5298367530.86475,2364180420.60486
"567",2007,10583,20120,4183,1832,1996,1703,1401,3185,5820,8610555631.76151,3816343793.45272
"568",2007,10587,NA,69,47,75,56,40,77,NA,NA,NA
"569",2007,10588,1230,245,170,215,156,140,246,58,96361072.6263906,73601159.1889696
"570",2007,10589,4698,692,435,591,670,561,1173,576,605713501.812953,307409074.357654
"571",2007,10590,3345,693,298,370,340,285,701,658,592844438.046769,363321384.552868
